lemma	word	translation
G1901	ἐπεκτείνομαι	to stretch (oneself) forward upon
G4292	προκαλέομαι	to call forth to oneself (challenge), i.e. (by implication) to irritate
G5129	τούτῳ	to (in, with or by) this (person or thing)
G737	ἄρτι	just now
G3808	παιδάριον	a little boy
G5444	φύλλον	a sprout, i.e. leaf
G744	ἀρχαῖος	original or primeval
G110	ἀθανασία	deathlessness
G5290	ὑποστρέφω	to turn under (behind), i.e. to return (literally or figuratively)
G757	ἄρχω	to be first (in political rank or power)
G2784	κηρύσσω	to herald (as a public crier), especially divine truth (the gospel)
G3193	μελίσσιος	relating to honey, i.e. bee (comb)
G4848	συμπορεύομαι	to journey together; by implication, to assemble
G4317	προσάγω	to lead towards, i.e. (transitively) to conduct near (summon, present), or (intransitively) to approach
G5509	χιτών	a tunic or shirt
G2715	κατεξουσιάζω	to have (wield) full privilege over
G3617	οἰκοδεσπότης	the head of a family
G801	ἀσύνετος	unintelligent; by implication, wicked
G693	ἀργύρεος	made of silver
G1381	δοκιμάζω	to test (literally or figuratively); by implication, to approve
G3817	παίω	to hit (as if by a single blow and less violently than G5180 (παίω)); specially, to sting (as a scorpion)
G5074	τετράπους	a quadruped
G1684	ἐμβαίνω	to walk on, i.e. embark (aboard a vessel), reach (a pool)
G3851	παραβουλεύομαι	to misconsult, i.e. disregard
G70	ἀγρυπνία	sleeplessness, i.e. a keeping awake
G2896	κράζω	properly, to "croak" (as a raven) or scream, i.e. (genitive case) to call aloud (shriek, exclaim, intreat)
G3093	Μαγδαλά	the tower; Magdala (i.e. Migdala), a place in Palestine
G2345	θιγγάνω	to manipulate, i.e. have to do with; by implication, to injure
G4005	πεντηκοστή	fiftieth (G2250 (πεντηκοστή) being implied) from Passover, i.e. the festival of "Pentecost"
G5540	χρῆσις	employment, i.e. (specially), sexual intercourse (as an occupation of the body)
G2011	ἐπιτροπή	permission, i.e. (by implication) full power
G3337	μεταλλάσσω	to exchange
G1337	διθάλασσος	having two seas, i.e. a sound with a double outlet
G1502	εἴκω	properly, to be weak, i.e. yield
G3986	πειρασμός	a putting to proof (by experiment (of good), experience (of evil), solicitation, discipline or provocation); by implication, adversity
G2131	Εὐνίκη	victorious; Eunice, a Jewess
G3702	ὀπτός	cooked, i.e. roasted
G4217	ποταπός	interrogatively, whatever, i.e. of what possible sort
G2555	κακοποιός	a bad-doer; (specially), a criminal
G4392	πρόφασις	an outward showing, i.e. pretext
G445	ἀνθυπατεύω	to act as proconsul
G2018	ἐπιφέρω	to bear upon (or further), i.e. adduce (personally or judicially (accuse, inflict)), superinduce
G2163	εὔφημος	well spoken of, i.e. reputable
G2231	ἡγεμονία	government, i.e. (in time) official term
G1795	ἐντυπόω	to enstamp, i.e. engrave
G3873	παράκειμαι	to lie near, i.e. be at hand (figuratively, be prompt or easy)
G4537	σαλπίζω	to trumpet, i.e. sound a blast (literally or figuratively)
G4192	πόνος	toil, i.e. (by implication) anguish
G1462	ἔγκλημα	an accusation, i.e. offence alleged
G768	Ἀσήρ	Aser (i.e. Asher), an Israelite tribe
G2534	καίγε	and at least (or even, indeed)
G4753	στράτευμα	an armament, i.e. (by implication) a body of troops (more or less extensive or systematic)
G4929	συντάσσω	to arrange jointly, i.e. (figuratively) to direct
G3481	Ναθάν	Nathan, an Israelite
G342	ἀνακαίνωσις	renovation
G1614	ἐκτείνω	to extend
G2083	ἑταῖρος	a comrade
G3101	μαθητής	a learner, i.e. pupil
G289	ἀμπελουργός	a vine-worker, i.e. pruner
G1558	ἔκδικος	carrying justice out, i.e. a punisher
G5032	τάχιον	more swiftly, i.e. (in manner) more rapidly, or (in time) more speedily
G2511	καθαρίζω	to cleanse (literally or figuratively)
G408	Ἀνδρόνικος	man of victory; Andronicos, an Israelite
G1410	δύναμαι	to be able or possible
G2171	εὐχή	properly, a wish, expressed as a petition to God, or in votive obligation
G4830	συμμέτοχος	a co-participant
G1861	ἐπαγγέλλω	to announce upon (reflexively), i.e. (by implication) to engage to do something, to assert something respecting oneself
G1990	ἐπιστήμων	intelligent
G2503	ἰῶτα	"iota", the name of the eighth letter of the Greek alphabet, put (figuratively) for a very small part of anything
G4945	συνωμοσία	a swearing together, i.e. (by implication) a plot
G3027	λῃστής	a brigand
G3552	νοσέω	to be sick, i.e. (by implication, of a diseased appetite) to hanker after (figuratively, to harp upon)
G4689	σπένδω	to pour out as a libation, i.e. (figuratively) to devote (one's life or blood, as a sacrifice) ("spend")
G1229	διαγγέλλω	to herald thoroughly
G3405	μισθαποδοσία	requital (good or bad)
G1157	δανειστής	a lender
G2079	ἐσχάτως	finally, i.e. (with G2192 (ἐσχάτως)) at the extremity of life
G4197	πορεία	travel (by land); figuratively (plural) proceedings, i.e. career
G4884	συναρπάζω	to snatch together, i.e. seize
G1999	ἐπισύστασις	a conspiracy, i.e. concourse (riotous or friendly)
G519	ἀπάγχομαι	akin to the base of G43 (ἀπάγχομαι)); to strangle oneself off (i.e. to death)
G230	ἀληθῶς	truly
G2603	καταβραβεύω	to award the price against, i.e. (figuratively) to defraud (of salvation)
G1425	δυσνόητος	difficult of perception
G3656	ὁμιλέω	to be in company with, i.e. (by implication) to converse
G5192	ὑάκινθος	the "hyacinth" or "jacinth", i.e. some gem of a deep blue color, probably the zirkon
G5051	τελειωτής	a completer, i.e. consummater
G5208	ὕλη	a forest, i.e. (by implication) fuel
G4663	σκώληξ	a grub, maggot or earth-worm
G644	ἀποσκίασμα	a shading off, i.e. obscuration
G2849	κολάζω	properly, to curtail, i.e. (figuratively) to chastise (or reserve for infliction)
G1374	δίψυχος	two-spirited, i.e. vacillating (in opinion or purpose)
G3673	ὁμότεχνος	a fellow-artificer
G724	ἁρπαγή	pillage (properly abstract)
G293	ἀμφίβληστρον	a (fishing) net (as thrown about the fish)
G2949	κῦμα	a billow (as bursting or toppling)
G3963	Πάτμος	Patmus, an islet in the Mediterranean
G990	βλέμμα	vision (properly concrete; by implication, abstract)
G2459	Ἰοῦστος	Justus, the name of three Christian
G1888	ἐπαυτοφώρῳ	in theft itself, i.e. (by analogy) in actual crime
G4922	συνοδεύω	to travel in company with
G4526	σάκκος	"sack"-cloth, i.e. mohair (the material or garments made of it, worn as a sign of grief)
G2333	Θευδᾶς	Theudas, an Israelite
G3071	Λυκαονία	Lycaonia, a region of Asia Minor
G5308	ὑψηλός	lofty (in place or character)
G794	ἄστοργος	hard-hearted towards kindred
G4134	πλήρης	replete, or covered over; by analogy, complete
G3360	μεχρίς	as far as, i.e. up to a certain point (as a preposition, of extent (denoting the terminus, whereas G891 (μεχρίς) refers especially to the space of time or place intervening) or conjunction)
G2871	κοπή	cutting, i.e. carnage
G3559	νουθεσία	calling attention to, i.e. (by implication) mild rebuke or warning
G3757	οὗ	at which place, i.e. where
G5578	ψευδοπροφήτης	a spurious prophet, i.e. pretended foreteller or religious impostor
G5416	φραγέλλιον	a whip, i.e. Roman lash as a public punishment
G1580	ἐκκομίζω	to bear forth (to burial)
G2855	κολλυβιστής	probably akin to G2854 (κολλυβιστής)); a coin-dealer
G2325	θερίζω	to harvest
G4748	στοιχέω	to march in (military) rank (keep step), i.e. (figuratively) to conform to virtue and piety
G5220	ὕπανδρος	in subjection under a man, i.e. a married woman
G2582	Κανδάκη	Candacè, an Egyptian queen
G5454	φωλεός	a burrow or lurking-place
G5249	ὑπερπερισσῶς	superabundantly, i.e. exceedingly
G1639	Ἐλαμίτης	an Elamite or Persian
G1763	ἐνιαυτός	a year
G572	ἁπλότης	singleness, i.e. (subjectively) sincerity (without dissimulation or self-seeking), or (objectively) generosity (copious bestowal)
G1001	βολίζω	to heave the lead
G1817	ἐξανίστημι	objectively, to produce, i.e. (figuratively) beget; subjectively, to arise, i.e. (figuratively) object
G4870	συνακολουθέω	to accompany
G3796	ὀψέ	(adverbially) late in the day; by extension, after the close of the day
G2622	κατακλάω	to break down, i.e. divide
G3410	μίσθωμα	a rented building
G4078	πήγνυμι	to fix ("peg"), i.e. (specially) to set up (a tent)
G2071	ἔσομαι	will be
G4141	πλήσσω	to pound, i.e. (figuratively) to inflict with (calamity)
G5331	φαρμακεία	medication ("pharmacy"), i.e. (by extension) magic (literally or figuratively)
G4512	ῥυτίς	a fold (as drawing together), i.e. a wrinkle (especially on the face)
G4464	ῥάβδος	a stick or wand (as a cudgel, a cane or a baton of royalty)
G2862	κολωνία	a Roman "colony" for veterans
G3170	μεγαλύνω	to make (or declare) great, i.e. increase or (figuratively) extol
G4816	συλλέγω	to collect
G4989	Σωσίπατρος	Sosipatrus, a Christian
G4529	Σαλαμίς	Salamis, a place in Cyprus
G1886	ἔπαυλις	a hut over the head, i.e. a dwelling
G2194	Ζαβουλών	Zabulon (i.e. Zebulon), a region of Palestine
G3827	πάμπολυς	full many, i.e. immense
G3386	μήτιγε	not at all then, i.e. not to say (the rather still)
G1008	βοτάνη	herbage (as if for grazing)
G1389	δολόω	to ensnare, i.e. (figuratively) adulterate
G2574	κάμηλος	a "camel"
G4519	σαβαώθ	armies; sabaoth (i.e. tsebaoth), a military epithet of God
G1853	ἔξυπνος	awake
G4506	ῥύομαι	compare G4511 (ῥύομαι)); to rush or draw (for oneself), i.e. rescue
G2809	κλέμμα	stealing (properly, the thing stolen, but used of the act)
G62	ἀγράμματος	unlettered, i.e. illiterate
G3890	παραμύθιον	consolation (properly, concretely)
G3819	πάλαι	(adverbially) formerly, or (by relatively) sometime since; (elliptically as adjective) ancient
G4724	στέλλω	properly, to set fast ("stall"), i.e. (figuratively) to repress (reflexively, abstain from associating with)
G3190	Μελεᾶς	Meleas, an Israelite
G64	ἀγρεύω	to hunt, i.e. (figuratively) to entrap
G4861	σύμψυχος	co-spirited, i.e. similar in sentiment
G5268	ὑποζύγιον	an animal under the yoke (draught-beast), i.e. (specially), a donkey
G2390	ἰάομαι	to cure (literally or figuratively)
G2397	ἰδέα	a sight (comparative figuratively "idea"), i.e. aspect
G1589	ἐκλογή	(divine) selection (abstractly or concretely)
G1165	δειγματίζω	to exhibit
G4212	ποσάκις	how many times
G5538	χρηματισμός	a divine response or revelation
G4117	πλέγμα	a plait (of hair)
G2042	ἐρεθίζω	to stimulate (especially to anger)
G4265	προβλέπω	to look out beforehand, i.e. furnish in advance
G1669	ἑλκόω	to cause to ulcerate, i.e. (passively) be ulcerous
G2485	ἰχθύδιον	a petty fish
G4673	σορός	a funereal receptacle (urn, coffin), i.e. (by analogy) a bier
G4770	Στωϊκός	a "Stoic" (as occupying a particular porch in Athens), i.e. adherent of a certin philosophy
G4548	σανίς	a plank
G5368	φιλέω	to be a friend to (fond of (an individual or an object)), i.e. have affection for (denoting personal attachment, as a matter of sentiment or feeling; while G25 (φιλέω) is wider, embracing especially the judgment and the deliberate assent of the will as a matter of principle, duty and propriety: the two thus stand related very much as G2309 (φιλέω) and G1014 (φιλέω), or as G2372 (φιλέω) and G3563 (φιλέω) respectively; the former being chiefly of the heart and the latter of the head); specially, to kiss (as a mark of tenderness)
G4997	σωφροσύνη	soundness of mind, i.e. (literally) sanity or (figuratively) self-control
G2245	ἡλίκος	as big as, i.e. (interjectively) how much
G3396	μίγνυμι	to mix
G1045	Γάδ	Gad, a tribe of Israelites
G2619	κατακαλύπτω	to cover wholly, i.e. veil
G2883	Κορνήλιος	Cornelius, a Roman
G1211	δή	a particle of emphasis or explicitness; now, then, etc.
G4985	σωματικῶς	corporeally or physically
G3803	παγίς	a trap (as fastened by a noose or notch); figuratively, a trick or statagem (temptation)
G2556	κακός	worthless (intrinsically, such; whereas G4190 (κακός) properly refers to effects), i.e. (subjectively) depraved, or (objectively) injurious
G3524	νηφάλιος	sober, i.e. (figuratively) circumspect
G540	ἀπάτωρ	fatherless, i.e. of unrecorded paternity
G2800	κλάσις	fracture (the act)
G3598	ὁδός	a road; by implication, a progress (the route, act or distance); figuratively, a mode or means
G5168	τρυμαλιά	akin to the base of G5134 (τρυμαλιά), G5147 (τρυμαλιά) and G5176 (τρυμαλιά)); an orifice, i.e. needle's eye
G1014	βούλομαι	to "will," i.e. (reflexively) be willing
G861	ἀφθαρσία	incorruptibility; genitive, unending existence; (figuratively) genuineness
G2665	καταπέτασμα	something spread thoroughly, i.e. (specially) the door screen (to the Most Holy Place) in the Jewish Temple
G2761	κενῶς	vainly, i.e. to no purpose
G2884	κόρος	a cor, i.e. a specific measure
G1065	γέ	indeed
G4299	πρόκριμα	a prejudgment (prejudice), i.e. prepossession
G1218	δῆμος	the public (as bound together socially)
G3064	λοιποῦ	remaining time
G2953	Κύπριος	a Cyprian (Cypriot), i.e. inhabitant of Cyprus
G1857	ἐξώτερος	exterior
G530	ἅπαξ	one (or a single) time (numerically or conclusively)
G4641	σκληροκαρδία	hard-heartedness, i.e. (specially), destitution of (spiritual) perception
G4123	πλεονέκτης	holding (desiring) more, i.e. eager for gain (avaricious, hence a defrauder)
G1141	δαιμονιώδης	dæmon-like
G3450	μοῦ	of me
G1831	ἐξέρχομαι	to issue (literally or figuratively)
G340	ἀνακαινίζω	to restore
G4207	πόῤῥωθεν	from far, or (by implication) at a distance, i.e. distantly
G2742	καύσων	a glare
G4952	συσπαράσσω	to rend completely, i.e. (by analogy) to convulse violently
G5552	χρύσεος	made of gold
G1244	διαιρέω	to separate, i.e. distribute
G1420	δυσεντερία	a "dysentery"
G1249	διάκονος	an attendant, i.e. (genitive case) a waiter (at table or in other menial duties); specially, a Christian teacher and pastor (technically, a deacon or deaconess)
G876	ἀφρός	froth, i.e. slaver
G980	βιόω	to spend existence
G1913	ἐπιβιβάζω	to cause to mount (an animal)
G4445	πυρέσσω	to be on fire, i.e. (specially), to have a fever
G1128	γυμνάζω	to practise naked (in the games), i.e. train (figuratively)
G4815	συλλαμβάνω	to clasp, i.e. seize (arrest, capture); specially, to conceive (literally or figuratively); by implication, to aid
G862	ἄφθαρτος	undecaying (in essence or continuance)
G2977	λάθρα	privately
G1357	διόρθωσις	rectification, i.e. (specially) the Messianic restauration
G5265	ὑποδέω	to bind under one's feet, i.e. put on shoes or sandals
G5375	Φίλιπποι	Philippi, a place in Macedonia
G891	ἄχρις	(of time) until or (of place) up to
G4469	ῥακά	O empty one, i.e. thou worthless (as a term of utter vilification)
G5442	φυλάσσω	to watch, i.e. be on guard (literally of figuratively); by implication, to preserve, obey, avoid
G5590	ψυχή	breath, i.e. (by implication) spirit, abstractly or concretely (the animal sentient principle only; thus distinguished on the one hand from G4151 (ψυχή), which is the rational and immortal soul; and on the other from G2222 (ψυχή), which is mere vitality, even of plants: these terms thus exactly correspond respectively to the Hebrew H05315, H07307 and H02416)
G3556	νοσσίον	a birdling
G5127	τούτου	of (from or concerning) this (person or thing)
G2304	θεῖος	godlike (neuter as noun, divinity)
G4775	συγκάθημαι	to seat oneself in company with
G4401	προχειροτονέω	to elect in advance
G4081	πηλός	clay
G1805	ἐξαγοράζω	to buy up, i.e. ransom; figuratively, to rescue from loss (improve opportunity)
G2591	Κάρπος	Carpus, probably a Christian
G5517	χοϊκός	dusty or dirty (soil-like), i.e. (by implication) terrene
G4412	πρῶτον	firstly (in time, place, order, or importance)
G2316	θεός	figuratively, a magistrate; by Hebraism, very
G2530	καθότι	and G3739 (καθότι) and G5100 (καθότι); according to which certain thing, i.e. as far (or inasmuch) as
G14	ἀγαθοεργέω	to work good
G1437	ἐάν	a conditional particle; in case that, provided, etc.; often used in connection with other particles to denote indefiniteness or uncertainty
G2698	κατατίθημι	to place down, i.e. deposit (literally or figuratively)
G2400	ἰδού	used as imperative lo!; 
G2125	εὐλαβέομαι	to be circumspect, i.e. (by implication) to be apprehensive; religiously, to reverence
G725	ἁρπαγμός	plunder (properly concrete)
G1670	ἕλκω	to drag (literally or figuratively)
G4079	πηδάλιον	from the same as G3976 (πηδάλιον)); a "pedal", i.e. helm
G2013	ἐπιτυγχάνω	to chance upon, i.e. (by implication) to attain
G4204	πόρνη	a strumpet; figuratively, an idolater
G3549	νομοθετέω	to legislate, i.e. (passively) to have (the Mosaic) enactments injoined, be sanctioned (by them)
G5136	τραχηλίζω	to seize by the throat or neck, i.e. to expose the gullet of a victim for killing (generally, to lay bare)
G4649	σκοπός	perhaps akin to G4626 (σκοπός) through the idea of concealment; compare G4629 (σκοπός)); a watch (sentry or scout), i.e. (by implication) a goal
G5064	τέσσαρα	four
G5351	φθείρω	properly, to shrivel or wither, i.e. to spoil (by any process) or (generally) to ruin (especially figuratively, by moral influences, to deprave)
G246	ἀλλόφυλος	foreign, i.e. (specially) Gentile
G1166	δεικνύω	to show (literally or figuratively)
G2393	ἴασπις	"jasper", a gem
G1174	δεισιδαιμονέστερος	more religious than others
G2833	κνήθω	to scratch, i.e. (by implication) to tickle
G2793	κινδυνεύω	to undergo peril
G985	βλαστάνω	to germinate; by implication, to yield fruit
G3069	Λύδδα	Lydda (i.e. Lod), a place in Palestine
G2819	κλῆρος	a die (for drawing chances); by implication, a portion (as if so secured); by extension, an acquisition (especially a patrimony, figuratively)
G3721	ὄρθριος	in the dawn, i.e. up at day-break
G4578	σεισμός	a commotion, i.e. (of the air) a gale, (of the ground) an earthquake
G3523	νῆστις	not eating, i.e. abstinent from food (religiously)
G2821	κλῆσις	an invitation (figuratively)
G617	ἀποκυλίω	to roll away
G1572	ἐκκαίω	to inflame deeply
G4459	πῶς	an interrogative particle of manner; in what way? (sometimes the question is indirect, how?); also as exclamation, how much!
G4300	προκυρόω	to ratify previously
G2958	Κυρήνιος	Cyrenius (i.e. Quirinus), a Roman
G915	βάρβαρος	a foreigner (i.e. non-Greek)
G4885	συναυξάνω	to increase (grow up) together
G2151	εὐσεβέω	to be pious, i.e. (towards God) to worship, or (towards parents) to respect (support)
G4429	πτύω	to spit
G2435	ἱλαστήριον	an expiatory (place or thing), i.e. (concretely) an atoning victim, or (specially) the lid of the Ark (in the Temple)
G714	ἀρκέω	properly, to ward off, i.e. (by implication) to avail (figuratively, be satisfactory)
G817	ἄτερ	aloof, i.e. apart from (literally or figuratively)
G373	ἀναπαύω	(reflexively) to repose (literally or figuratively (be exempt), remain); by implication, to refresh
G4296	προκηρύσσω	to herald (i.e. proclaim) in advance
G1107	γνωρίζω	to make known; subjectively, to know
G716	ἅρμα	a chariot (as raised or fitted together (compare G719 (ἅρμα)))
G1885	ἐπαρχία	a special region of government, i.e. a Roman præfecture
G3060	λοίδορος	abusive, i.e. a blackguard
G300	Ἀμών	Amon, an Israelite
G4058	περιστερά	a pigeon
G3719	ὀρθρίζω	to use the dawn, i.e. (by implication) to repair betimes
G47	ἁγνεία	cleanliness (the quality), i.e. (specially) chastity
G979	βίος	life, i.e. (literally) the present state of existence; by implication, the means of livelihood
G594	ἀποδοχή	acceptance
G1224	διαβαίνω	to cross
G1265	διαμένω	to stay constantly (in being or relation)
G4170	πολεμέω	to be (engaged) in warfare, i.e. to battle (literally or figuratively)
G4908	συνετός	mentally put (or putting) together, i.e. sagacious
G5400	φόβητρον	a frightening thing, i.e. terrific portent
G3896	παραπλέω	to sail near
G3966	πατριάρχης	a progenitor ("patriarch")
G3460	Μύρα	Myra, a place in Asia Minor
G4482	ῥέω	for some tenses of which a prolonged form is used to flow ("run"; as water)
G5505	χιλιάς	one thousand ("chiliad")
G2986	λαμπρός	radiant; by analogy, limpid; figuratively, magnificent or sumptuous (in appearance)
G1463	ἐγκομβόομαι	to engirdle oneself (for labor), i.e. figuratively (the apron as being a badge of servitude) to wear (in token of mutual deference)
G1693	ἐμμαίνομαι	to rave on, i.e. rage at
G1965	ἐπίορκος	on oath, i.e. (falsely) a forswearer
G5001	τάγμα	something orderly in arrangement (a troop), i.e. (figuratively) a series or succession
G2509	καθάπερ	exactly as
G1273	διανυκτερεύω	to sit up the whole night
G4950	σύρτις	a shoal (from the sand drawn thither by the waves), i.e. the Syrtis Major or great bay on the north coast of Africa
G5253	ὑπερῷον	a higher part of the house, i.e. apartment in the third story
G1210	δέω	to bind (in various applications, literally or figuratively)
G4642	σκληρός	dry, i.e. hard or tough (figuratively, harsh, severe)
G3832	πανοικί	with the whole family
G1603	ἐκπληρόω	to accomplish entirely
G4852	σύμφημι	to say jointly, i.e. assent to
G5115	τόξον	a bow (apparently as the simplest fabric)
G2425	ἱκανός	competent (as if coming in season), i.e. ample (in amount) or fit (in character)
G1291	διαστέλλομαι	to set (oneself) apart (figuratively, distinguish), i.e. (by implication) to enjoin
G3886	παραλύω	to loosen beside, i.e. relax (perfect passive participle, paralyzed or enfeebled)
G2736	κατωτέρω	downwards
G2423	Ἰεχονίας	Jechonias (i.e. Jekonjah), an Israelite
G637	ἀποπλύνω	to rinse off
G4359	προσοφείλω	to be indebted additionally
G4875	συναναπαύομαι	to recruit oneself in company with
G4062	περιτρέπω	to turn around, i.e. (mentally) to craze
G364	ἀνάμνησις	recollection
G141	αἱρετικός	a schismatic
G2035	ἑπτακισχίλιοι	seven times a thousand
G3579	ξενίζω	to be a host (passively, a guest); by implication, be (make, appear) strange
G3305	μέντοι	indeed though, i.e. however
G1809	ἐξαιτέομαι	to demand (for trial)
G4592	σημεῖον	an indication, especially ceremonially or supernaturally
G3578	ξενία	hospitality, i.e. (by implication) a place of entertainment
G4027	περικάθαρμα	something cleaned off all around, i.e. refuse (figuratively)
G4552	σάπφειρος	a "sapphire" or lapis-lazuli gem
G2043	ἐρείδω	to prop, i.e. (reflexively) get fast
G2295	θαῦμα	wonder (properly concrete; but by implication, abstract)
G919	Βαριησοῦς	son of Jesus (or Joshua); Bar-jesus, an Israelite
G4185	πολυτελής	extremely expensive
G778	ἀσκέω	to elaborate, i.e. (figuratively) train (by implication, strive)
G97	ἄδολος	and G1388 (ἄδολος); undeceitful, i.e. (figuratively) unadulterated
G709	ἀριστάω	to take the principle meal
G5360	φιλαδελφία	fraternal affection
G4004	πεντήκοντα	fifty
G5190	Τυχικός	fortuitous, i.e. fortunate; Tychicus, a Christian
G1430	δῶμα	properly, an edifice, i.e. (specially) a roof
G4730	στενοχωρία	narrowness of room, i.e. (figuratively) calamity
G2810	Κλεόπας	Cleopas, a Christian
G2636	καταλαλία	defamation
G932	βασιλεία	properly, royalty, i.e. (abstractly) rule, or (concretely) a realm (literally or figuratively)
G3364	οὐ μή	a double negative strengthening the denial; not at all
G2129	εὐλογία	fine speaking, i.e. elegance of language; commendation ("eulogy"), i.e. (reverentially) adoration; religiously, benediction; by implication, consecration; by extension, benefit or largess
G1581	ἐκκόπτω	to exscind; figuratively, to frustrate
G3474	μωρός	dull or stupid (as if shut up), i.e. heedless, (morally) blockhead, (apparently) absurd
G2144	εὐπρόσδεκτος	well-received, i.e. approved, favorable
G1138	Δαβίδ	Dabid (i.e. David), the Israelite king
G1150	δαμάζω	to tame
G1931	ἐπιδύω	to set fully (as the sun)
G3504	νεόφυτος	newly planted, i.e. (figuratively) a young convert ("neophyte")
G2763	κεραμεύς	a potter
G4381	προσωπολήπτης	an accepter of a face (individual), i.e. (specially), one exhibiting partiality
G532	ἀπαρασκεύαστος	unready
G2135	εὐνοῦχος	a castrated person (such being employed in Oriental bed-chambers); by extension an impotent or unmarried man; by implication, a chamberlain (state-officer)
G1081	γέννημα	offspring; by analogy, produce (literally or figuratively)
G1596	ἑκουσίως	voluntarily
G5107	τοιόσδε	such-like then, i.e. so great
G9	Ἀβιληνή	Abilene, a region of Syria
G3713	ὀρέγομαι	to stretch oneself, i.e. reach out after (long for)
G1491	εἶδος	a view, i.e. form (literally or figuratively)
G4284	προέχομαι	to hold oneself before others, i.e. (figuratively) to excel
G2026	ἐποικοδομέω	to build upon, i.e. (figuratively) to rear up
G3841	παντοκράτωρ	the all-ruling, i.e. God (as absolute and universal sovereign)
G5307	ὑφαντός	woven, i.e. (perhaps) knitted
G5301	ὕσσωπος	"hyssop"
G3905	παρατείνω	to extend along, i.e. prolong (in point of time)
G1406	δραχμή	a drachma or (silver) coin (as handled)
G3663	ὁμοιοπαθής	similarly affected
G5439	φυλακίζω	to incarcerate
G2719	κατεσθίω	to eat down, i.e. devour (literally or figuratively)
G5475	χαλκός	copper (the substance, or some implement or coin made of it)
G100	ἁδρότης	plumpness, i.e. (figuratively) liberality
G4764	στρῆνος	a "straining", "strenuousness" or "strength", i.e. (figuratively) luxury (voluptuousness)
G5028	τάφος	a grave (the place of interment)
G5280	ὑπόμνησις	a reminding or (reflexively) recollection
G5528	χόρτος	a "court" or "garden", i.e. (by implication, of pasture) herbage or vegetation
G3467	μυωπάζω	from G3700 (μυωπάζω)); to shut the eyes, i.e. blink (see indistinctly)
G602	ἀποκάλυψις	disclosure
G1283	διαρπάζω	to seize asunder, i.e. plunder
G3610	οἰκέτης	a fellow resident, i.e. menial domestic
G3541	νόθος	a spurious or illegitimate son
G3931	παρηγορία	an address alongside, i.e. (specially), consolation
G3040	λιμήν	a harbor
G2859	κόλπος	the bosom; by analogy, a bay
G3188	μέλαν	ink
G1539	ἑκάστοτε	at every time
G5587	ψιθυρισμός	by implication, a slander; probably akin to G5574 (ψιθυρισμός)); whispering, i.e. secret detraction
G3382	μηρός	a thigh
G1782	ἐντεῦθεν	hence (literally or figuratively); (repeated) on both sides
G1035	βρῶσις	(abstractly) eating (literally or figuratively); by extension (concretely) food (literally or figuratively)
G129	αἷμα	blood, literally (of men or animals), figuratively (the juice of grapes) or specially (the atoning blood of Christ); by implication, bloodshed, also kindred
G2842	κοινωνία	partnership, i.e. (literally) participation, or (social) intercourse, or (pecuniary) benefaction
G3607	ὀθόνη	a linen cloth, i.e. (especially) a sail
G3995	πενθερός	a wife's father
G1519	εἰς	to or into (indicating the point reached or entered), of place, time, or (figuratively) purpose (result, etc.); also in adverbial phrases
G3920	παρείσακτος	smuggled in
G1528	εἰσκαλέω	to invite in
G160	αἰφνίδιος	unexpected, i.e. (adverbially) suddenly
G3438	μονή	a staying, i.e. residence (the act or the place)
G2526	καθό	according to which thing, i.e. precisely as, in proportion as
G184	Ἀκελδαμά	corresponding to H02506 and H01818); Akeldama, a place near Jerusalem
G3927	παρεπίδημος	an alien alongside, i.e. a resident foreigner
G256	Ἀλφαῖος	Alphæus, an Israelite
G1061	γαμίσκω	to espouse (a daughter to a husband)
G3132	μαντεύομαι	to divine, i.e. utter spells (under pretense of foretelling
G1770	ἐννεύω	to nod at, i.e. beckon or communicate by gesture
G2546	κἀκεῖ	likewise in that place
G403	ἀνάψυξις	properly, a recovery of breath, i.e. (figuratively) revival
G3015	λεπρός	scaly, i.e. leprous (a leper)
G1096	γίνομαι	to cause to be ("gen"-erate), i.e. (reflexively) to become (come into being), used with great latitude (literal, figurative, intensive, etc.)
G4892	συνέδριον	a joint session, i.e. (specially), the Jewish Sanhedrin; by analogy, a subordinate tribunal
G1258	διάλεκτος	a (mode of) discourse, i.e. "dialect"
G5328	Φαραώ	Pharao (i.e. Pharoh), an Egyptian king
G3839	πάντη	wholly
G5582	ψεῦσμα	a fabrication, i.e. falsehood
G115	ἀθέτησις	cancellation (literally or figuratively)
G4865	συναγωνίζομαι	to struggle in company with, i.e. (figuratively) to be a partner (assistant)
G2048	ἔρημος	lonesome
G4501	ῥομφαία	a sabre, i.e. a long and broad cutlass (any weapon of the kind, literally or figuratively)
G2614	καταδιώκω	to hunt down, i.e. search for
G2095	εὖ	(adverbially) well
G1610	ἐκριζόω	to uproot
G2264	Ἡρώδης	heroic; Herod, the name of four Jewish kings
G4089	πικρός	sharp (pungent), i.e. acrid (literally or figuratively)
G853	ἀφανίζω	to render unapparent, i.e. (actively) consume (becloud), or (passively) disappear (be destroyed)
G3880	παραλαμβάνω	to receive near, i.e. associate with oneself (in any familiar or intimate act or relation); by analogy, to assume an office; figuratively, to learn
G2879	Κορέ	Core (i.e. Korach), an Israelite
G4450	πυῤῥός	fire-like, i.e. (specially), flame- colored
G107	Ἀζώρ	Azor, an Israelite
G859	ἄφεσις	freedom; (figuratively) pardon
